PRAGMA foreign_keys=OFF;
BEGIN TRANSACTION;
CREATE TABLE IF NOT EXISTS "stock_shoppinghistory" (id, target_name, value, num,material_name,material_item_name,material_parent_category_name,material_unit,date,is_send,created_at,updated_at);
INSERT INTO stock_shoppinghistory VALUES(234,'penticton',0,0,'W,Onion','Veggie','Sushi','g','2023-04-26',1,'2023-04-27 06:25:09.336108','2023-04-30 02:09:15.271492');
INSERT INTO stock_shoppinghistory VALUES(235,'west',19,4.5,'Beansprout','Veggie','Kitchen','p','2023-04-26',1,'2023-04-27 18:34:20.286125','2023-04-30 02:09:15.275506');
INSERT INTO stock_shoppinghistory VALUES(236,'west',12.5,1,'Fried onion','KOYA','Sushi','g','2023-04-27',1,'2023-04-28 03:55:04.365850','2023-04-30 02:09:15.282038');
INSERT INTO stock_shoppinghistory VALUES(237,'west',11.30000000000000071,1,'Rice','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 03:57:06.449456','2023-04-30 02:09:15.287067');
INSERT INTO stock_shoppinghistory VALUES(238,'west',15,1,'Mix Veggie','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 03:57:28.114782','2023-04-30 02:09:15.291260');
INSERT INTO stock_shoppinghistory VALUES(239,'west',5.7999999999999998223,1,'Green Onion(Ramen)','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 03:57:53.965641','2023-04-30 02:09:15.295762');
INSERT INTO stock_shoppinghistory VALUES(240,'west',20,1,'Yam','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 03:59:43.786275','2023-04-30 02:09:15.300007');
INSERT INTO stock_shoppinghistory VALUES(241,'west',13.199999999999999289,1,'Mix leaf','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 04:00:14.920370','2023-04-30 02:09:15.304434');
INSERT INTO stock_shoppinghistory VALUES(242,'west',19,1,'Beansprout','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 04:01:31.768207','2023-04-30 02:09:15.308705');
INSERT INTO stock_shoppinghistory VALUES(243,'west',95,2,'Raw Karaage','Meat','Kitchen','p','2023-04-27',1,'2023-04-28 04:01:50.553135','2023-04-30 02:09:15.313025');
INSERT INTO stock_shoppinghistory VALUES(244,'west',48,1,'Raw Teriyaki chicken','Meat','Kitchen','p','2023-04-27',1,'2023-04-28 04:02:23.302473','2023-04-30 02:09:15.317017');
INSERT INTO stock_shoppinghistory VALUES(245,'west',47.60000000000000142,2,'Chicken soup','Sauce/Soup','Kitchen','p','2023-04-27',1,'2023-04-28 04:02:43.702426','2023-04-30 02:09:15.321139');
INSERT INTO stock_shoppinghistory VALUES(246,'west',15,1,'Teriyaki Sauce','Sauce/Soup','Kitchen','p','2023-04-27',1,'2023-04-28 04:03:36.406130','2023-04-30 02:09:15.325217');
INSERT INTO stock_shoppinghistory VALUES(247,'west',5.2000000000000001776,2,'Sauce Cup (1.5/2oz)Body','Cup (Body)','Container','p','2023-04-27',1,'2023-04-28 04:03:36.464627','2023-04-30 02:09:15.329403');
INSERT INTO stock_shoppinghistory VALUES(248,'west',5.7999999999999998223,2,'Sauce Cup (1.5/2oz) Lid','Cup (Lid)','Container','p','2023-04-27',1,'2023-04-28 04:04:17.860744','2023-04-30 02:09:15.333631');
INSERT INTO stock_shoppinghistory VALUES(249,'west',67.230000000000003979,2567,'Frozen WHOLE salmon','Salmon','Sushi','g','2023-04-27',1,'2023-04-28 04:04:17.885176','2023-04-30 02:09:15.337833');
INSERT INTO stock_shoppinghistory VALUES(250,'west',61,1,'Miso Ramen Sauce','Sauce/Soup','Kitchen','p','2023-04-27',1,'2023-04-28 04:04:54.486584','2023-04-30 02:09:15.341888');
INSERT INTO stock_shoppinghistory VALUES(251,'west',2,1,'Printer roll','Office','Other','p','2023-04-27',1,'2023-04-28 04:05:23.660610','2023-04-30 02:09:15.346145');
INSERT INTO stock_shoppinghistory VALUES(252,'west',1.1999999999999999555,1,'Printer roll card','Office','Other','p','2023-04-27',1,'2023-04-28 04:05:57.233773','2023-04-30 02:09:15.350322');
INSERT INTO stock_shoppinghistory VALUES(253,'west',44,5,'Shrimp Tempura','F. Kitchen','Frozen','p','2023-04-27',1,'2023-04-28 04:06:01.919947','2023-04-30 02:09:15.354439');
INSERT INTO stock_shoppinghistory VALUES(254,'west',8.4000000000000003552,4,'Edamame','F. Kitchen','Frozen','p','2023-04-27',1,'2023-04-28 04:06:23.821774','2023-04-30 02:09:15.359022');
INSERT INTO stock_shoppinghistory VALUES(255,'west',40.799999999999997158,1,'Ramen noodle','F. Kitchen','Frozen','cs','2023-04-27',1,'2023-04-28 04:06:55.591024','2023-04-30 02:09:15.362869');
INSERT INTO stock_shoppinghistory VALUES(256,'west',3.5,1,'Harusame','Noodle','Dry','p','2023-04-27',1,'2023-04-28 04:07:23.655305','2023-04-30 02:09:15.367006');
INSERT INTO stock_shoppinghistory VALUES(257,'west',2.0400000000000000355,1,'Rice noodle','Noodle','Dry','p','2023-04-27',1,'2023-04-28 04:07:41.904725','2023-04-30 02:09:15.373394');
INSERT INTO stock_shoppinghistory VALUES(258,'west',9,2,'smoked tofu','Tofu/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:07:57.673603','2023-04-30 02:09:15.378201');
INSERT INTO stock_shoppinghistory VALUES(259,'west',3.6699999999999999289,1,'Tofu','Kojiya','Kitchen','p','2023-04-27',1,'2023-04-28 04:08:12.147967','2023-04-30 02:09:15.382505');
INSERT INTO stock_shoppinghistory VALUES(260,'west',48.399999999999998578,1,'Canola OIL','Other','Dry','p','2023-04-27',1,'2023-04-28 04:08:26.175178','2023-04-30 02:09:15.386656');
INSERT INTO stock_shoppinghistory VALUES(261,'penticton',96,1,'Avocado','Veggie','Sushi','cs','2023-04-27',1,'2023-04-28 04:08:57.789785','2023-04-30 02:09:15.390819');
INSERT INTO stock_shoppinghistory VALUES(262,'west',27.5,1,'Vegan sauce','Other','Dry','p','2023-04-27',1,'2023-04-28 04:10:06.491173','2023-04-30 02:09:15.395311');
INSERT INTO stock_shoppinghistory VALUES(263,'penticton',168.59999999999999431,3,'Fried Karaage','KOYA','Sushi','p','2023-04-27',1,'2023-04-28 04:10:11.209030','2023-04-30 02:09:15.401551');
INSERT INTO stock_shoppinghistory VALUES(264,'west',23.699999999999999289,3,'Cucumber(sushi)','Veggie','Sushi','g','2023-04-27',1,'2023-04-28 04:10:11.222726','2023-04-30 02:09:15.406362');
INSERT INTO stock_shoppinghistory VALUES(265,'west',11,1,'Egg','Other','Dry','p','2023-04-27',1,'2023-04-28 04:11:01.558637','2023-04-30 02:09:15.410548');
INSERT INTO stock_shoppinghistory VALUES(266,'west',10,1,'Lettuce(Poke)','Veggie','Sushi','g','2023-04-27',1,'2023-04-28 04:11:15.142830','2023-04-30 02:09:15.415222');
INSERT INTO stock_shoppinghistory VALUES(267,'west',4.5999999999999996447,1,'Soup Cup (12oz) Body','Cup (Body)','Container','p','2023-04-27',1,'2023-04-28 04:11:31.877190','2023-04-30 02:09:15.419578');
INSERT INTO stock_shoppinghistory VALUES(268,'west',6.0999999999999996447,1,'Soup Cup (16oz) Body','Cup (Body)','Container','p','2023-04-27',1,'2023-04-28 04:11:48.973463','2023-04-30 02:09:15.423739');
INSERT INTO stock_shoppinghistory VALUES(269,'west',5,1,'Cucumber（Poke）','Veggie','Sushi','p','2023-04-27',1,'2023-04-28 04:12:26.641907','2023-04-30 02:09:15.428019');
INSERT INTO stock_shoppinghistory VALUES(270,'west',5.5999999999999996447,1,'Soup Cup (16 oz)Lid','Cup (Lid)','Container','p','2023-04-27',1,'2023-04-28 04:12:32.677795','2023-04-30 02:09:15.432455');
INSERT INTO stock_shoppinghistory VALUES(271,'west',2.1600000000000001421,1,'Kitchen Paper','Daily','Other','p','2023-04-27',1,'2023-04-28 04:12:49.298348','2023-04-30 02:09:15.437512');
INSERT INTO stock_shoppinghistory VALUES(272,'west',85,5,'Sushi rice','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:12:54.222887','2023-04-30 02:09:15.442002');
INSERT INTO stock_shoppinghistory VALUES(273,'west',9,1,'Pickled carrots','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:13:17.369982','2023-04-30 02:09:15.446161');
INSERT INTO stock_shoppinghistory VALUES(274,'west',15.599999999999999644,1,'Gloves（Vinyl）Medium','Daily','Other','p','2023-04-27',1,'2023-04-28 04:13:21.901616','2023-04-30 02:09:15.450486');
INSERT INTO stock_shoppinghistory VALUES(275,'west',23.600000000000001421,2,'Imitation Crab','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:13:36.156604','2023-04-30 02:09:15.454661');
INSERT INTO stock_shoppinghistory VALUES(276,'west',19.80000000000000071,2,'Mayonaise','Sushi Sause','Sushi','p','2023-04-27',1,'2023-04-28 04:14:05.755159','2023-04-30 02:09:15.459267');
INSERT INTO stock_shoppinghistory VALUES(277,'west',16,1,'Sushi shrimp','F. Sushi','Frozen','p','2023-04-27',1,'2023-04-28 04:14:53.449257','2023-04-30 02:09:15.463313');
INSERT INTO stock_shoppinghistory VALUES(278,'west',17.600000000000001421,1,'Nori(half)','Nori/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:15:20.004713','2023-04-30 02:09:15.467459');
INSERT INTO stock_shoppinghistory VALUES(279,'west',6,1,'Cream cheese','Tofu/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:15:37.266655','2023-04-30 02:09:15.471736');
INSERT INTO stock_shoppinghistory VALUES(280,'penticton',157.16499999999999204,3655,'Cut Tuna','Tuna','Sushi','g','2023-04-27',1,'2023-04-28 04:22:24.950384','2023-04-30 02:09:15.475921');
INSERT INTO stock_shoppinghistory VALUES(281,'penticton',285.57999999999998407,10900,'Cut WHOLE salmon','Salmon','Sushi','g','2023-04-27',1,'2023-04-28 04:22:41.034132','2023-04-30 02:09:15.480518');
INSERT INTO stock_shoppinghistory VALUES(282,'penticton',4608,1,'Avocado','Veggie','Sushi','cs','2023-04-27',1,'2023-04-28 04:22:52.252394','2023-04-30 02:09:15.484712');
INSERT INTO stock_shoppinghistory VALUES(283,'penticton',63.200000000000002842,8,'Cucumber(sushi)','Veggie','Sushi','g','2023-04-27',1,'2023-04-28 04:23:04.177364','2023-04-30 02:09:15.489236');
INSERT INTO stock_shoppinghistory VALUES(284,'penticton',30,3,'Lettuce(Poke)','Veggie','Sushi','g','2023-04-27',1,'2023-04-28 04:23:20.370562','2023-04-30 02:09:15.493804');
INSERT INTO stock_shoppinghistory VALUES(285,'penticton',5,1,'Cucumber（Poke）','Veggie','Sushi','p','2023-04-27',1,'2023-04-28 04:23:31.165931','2023-04-30 02:09:15.497951');
INSERT INTO stock_shoppinghistory VALUES(286,'penticton',3.2000000000000001776,1,'W,Onion','Veggie','Sushi','g','2023-04-27',1,'2023-04-28 04:23:47.147825','2023-04-30 02:09:15.502289');
INSERT INTO stock_shoppinghistory VALUES(287,'penticton',5.7999999999999998223,1,'Green Onion(Sushi)','Veggie','Sushi','g','2023-04-27',1,'2023-04-28 04:24:00.952818','2023-04-30 02:09:15.506452');
INSERT INTO stock_shoppinghistory VALUES(288,'penticton',204,12,'Sushi rice','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:24:35.113118','2023-04-30 02:09:15.510531');
INSERT INTO stock_shoppinghistory VALUES(289,'penticton',59,5,'Imitation Crab','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:24:51.886724','2023-04-30 02:09:15.515002');
INSERT INTO stock_shoppinghistory VALUES(290,'penticton',48,1,'Tuna Poke','Sushi Sause','Sushi','p','2023-04-27',1,'2023-04-28 04:25:06.359435','2023-04-30 02:09:15.519416');
INSERT INTO stock_shoppinghistory VALUES(291,'penticton',52.799999999999997156,1,'White Poke','Sushi Sause','Sushi','p','2023-04-27',1,'2023-04-28 04:25:21.437307','2023-04-30 02:09:15.524027');
INSERT INTO stock_shoppinghistory VALUES(292,'penticton',31.199999999999999289,1,'Spicy Mayo','Sushi Sause','Sushi','p','2023-04-27',1,'2023-04-28 04:25:48.614427','2023-04-30 02:09:15.528330');
INSERT INTO stock_shoppinghistory VALUES(293,'penticton',16,1,'Sushi shrimp','F. Sushi','Frozen','p','2023-04-27',1,'2023-04-28 04:26:26.952326','2023-04-30 02:09:15.532483');
INSERT INTO stock_shoppinghistory VALUES(294,'penticton',17.600000000000001421,1,'Nori(full)','Nori/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:26:55.628646','2023-04-30 02:09:15.536899');
INSERT INTO stock_shoppinghistory VALUES(295,'penticton',52.799999999999997156,3,'Nori(half)','Nori/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:27:09.894992','2023-04-30 02:09:15.542018');
INSERT INTO stock_shoppinghistory VALUES(296,'penticton',6,1,'Cream cheese','Tofu/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:27:45.805177','2023-04-30 02:09:15.546878');
INSERT INTO stock_shoppinghistory VALUES(297,'penticton',38.399999999999998578,1.5,'Tempura Yam','KOYA','Sushi','g','2023-04-27',1,'2023-04-28 04:33:46.669437','2023-04-30 02:09:15.551702');
INSERT INTO stock_shoppinghistory VALUES(298,'penticton',12.5,1,'Fried onion','KOYA','Sushi','g','2023-04-27',1,'2023-04-28 04:34:08.483260','2023-04-30 02:09:15.556045');
INSERT INTO stock_shoppinghistory VALUES(299,'penticton',11.30000000000000071,1,'Rice','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:34:45.872871','2023-04-30 02:09:15.560280');
INSERT INTO stock_shoppinghistory VALUES(300,'penticton',30,2,'Mix Veggie','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 04:35:07.968354','2023-04-30 02:09:15.564961');
INSERT INTO stock_shoppinghistory VALUES(301,'penticton',11.599999999999999645,2,'Green Onion(Ramen)','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 04:35:31.426888','2023-04-30 02:09:15.569181');
INSERT INTO stock_shoppinghistory VALUES(302,'penticton',11,1,'Shiraga Onion','Veggie','Kitchen','p','2023-04-27',1,'2023-04-28 04:35:49.377627','2023-04-30 02:09:15.573669');
INSERT INTO stock_shoppinghistory VALUES(303,'penticton',192,4,'Raw Teriyaki chicken','Meat','Kitchen','p','2023-04-27',1,'2023-04-28 04:36:16.262115','2023-04-30 02:09:15.578317');
INSERT INTO stock_shoppinghistory VALUES(304,'penticton',20,1,'Shiokouji Chicken','Meat','Kitchen','cs','2023-04-27',1,'2023-04-28 04:36:52.421231','2023-04-30 02:09:15.582801');
INSERT INTO stock_shoppinghistory VALUES(305,'penticton',71.400000000000005684,3,'Chicken soup','Sauce/Soup','Kitchen','p','2023-04-27',1,'2023-04-28 04:37:13.858126','2023-04-30 02:09:15.587377');
INSERT INTO stock_shoppinghistory VALUES(306,'penticton',15,1,'Teriyaki Sauce','Sauce/Soup','Kitchen','p','2023-04-27',1,'2023-04-28 04:37:33.422874','2023-04-30 02:09:15.592083');
INSERT INTO stock_shoppinghistory VALUES(307,'penticton',17,1,'Cold Ramen Spicy','Sauce/Soup','Kitchen','p','2023-04-27',1,'2023-04-28 04:38:04.359049','2023-04-30 02:09:15.598594');
INSERT INTO stock_shoppinghistory VALUES(308,'penticton',46,1,'Yakiniku-DON','Sauce/Soup','Kitchen','p','2023-04-27',1,'2023-04-28 04:38:27.211009','2023-04-30 02:09:15.603743');
INSERT INTO stock_shoppinghistory VALUES(309,'penticton',88,10,'Shrimp Tempura','F. Kitchen','Frozen','p','2023-04-27',1,'2023-04-28 04:39:11.052462','2023-04-30 02:09:15.608443');
INSERT INTO stock_shoppinghistory VALUES(310,'penticton',6,1,'Lemon slice','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:39:11.078719','2023-04-30 02:09:15.614675');
INSERT INTO stock_shoppinghistory VALUES(311,'penticton',4,1,'Sunonmono Cucumber','DU/Other','Sushi','p','2023-04-27',1,'2023-04-28 04:39:11.089588','2023-04-30 02:09:15.620040');
INSERT INTO stock_shoppinghistory VALUES(312,'penticton',10.499999999999999999,5,'Edamame','F. Kitchen','Frozen','p','2023-04-27',1,'2023-04-28 04:39:50.476123','2023-04-30 02:09:15.624126');
INSERT INTO stock_shoppinghistory VALUES(313,'penticton',14.400000000000000355,1,'To Go Sushi (Round Large)Body','Sushi (Big)','Container','p','2023-04-27',1,'2023-04-28 04:40:01.483119','2023-04-30 02:09:15.629361');
INSERT INTO stock_shoppinghistory VALUES(314,'penticton',40.799999999999997158,1,'Ramen noodle','F. Kitchen','Frozen','cs','2023-04-27',1,'2023-04-28 04:40:08.432487','2023-04-30 02:09:15.633498');
INSERT INTO stock_shoppinghistory VALUES(315,'penticton',9.6400000000000005684,1,'To Go Sushi (Round Large) Lid','Sushi (Big)','Container','p','2023-04-27',1,'2023-04-28 04:40:17.998457','2023-04-30 02:09:15.637662');
INSERT INTO stock_shoppinghistory VALUES(316,'penticton',36.5,1,'Teriyaki noodle','F. Kitchen','Frozen','cs','2023-04-27',1,'2023-04-28 04:40:30.230607','2023-04-30 02:09:15.641923');
INSERT INTO stock_shoppinghistory VALUES(317,'penticton',6,3,'Printer roll','Office','Other','p','2023-04-27',1,'2023-04-28 04:41:02.306360','2023-04-30 02:09:15.646231');
INSERT INTO stock_shoppinghistory VALUES(318,'penticton',3.6000000000000000888,3,'Printer roll card','Office','Other','p','2023-04-27',1,'2023-04-28 04:41:15.761405','2023-04-30 02:09:15.651057');
INSERT INTO stock_shoppinghistory VALUES(319,'penticton',9,2,'smoked tofu','Tofu/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:41:26.994394','2023-04-30 02:09:15.655389');
INSERT INTO stock_shoppinghistory VALUES(320,'penticton',5.4000000000000003552,2,'Tofu','Tofu/ Other','Dry','p','2023-04-27',1,'2023-04-28 04:42:43.200881','2023-04-30 02:09:15.660248');
INSERT INTO stock_shoppinghistory VALUES(321,'penticton',19.80000000000000071,1,'Oikatsuo','Other','Dry','p','2023-04-27',1,'2023-04-28 04:43:06.201527','2023-04-30 02:09:15.664559');
INSERT INTO stock_shoppinghistory VALUES(322,'penticton',55,2,'Vegan sauce','Other','Dry','p','2023-04-27',1,'2023-04-28 04:43:40.646789','2023-04-30 02:09:15.668565');
INSERT INTO stock_shoppinghistory VALUES(323,'penticton',11,1,'Egg','Other','Dry','p','2023-04-27',1,'2023-04-28 04:43:57.753596','2023-04-30 02:09:15.675181');
INSERT INTO stock_shoppinghistory VALUES(324,'penticton',7,1,'Cup (8 oz )Body','Cup (Body)','Container','p','2023-04-27',1,'2023-04-28 04:45:50.759426','2023-04-30 02:09:15.680380');
INSERT INTO stock_shoppinghistory VALUES(325,'penticton',9.1999999999999992894,2,'Soup Cup (12oz) Body','Cup (Body)','Container','p','2023-04-27',1,'2023-04-28 04:46:14.274029','2023-04-30 02:09:15.684960');
INSERT INTO stock_shoppinghistory VALUES(326,'penticton',12.199999999999999289,2,'Soup Cup (16oz) Body','Cup (Body)','Container','p','2023-04-27',1,'2023-04-28 04:46:28.924890','2023-04-30 02:09:15.689148');
INSERT INTO stock_shoppinghistory VALUES(327,'penticton',15,1,'To Go Ra-men (Body)','Other','Container','p','2023-04-27',1,'2023-04-28 04:46:41.620280','2023-04-30 02:09:15.694263');
INSERT INTO stock_shoppinghistory VALUES(328,'penticton',11.199999999999999289,2,'Soup Cup (16 oz)Lid','Cup (Lid)','Container','p','2023-04-27',1,'2023-04-28 04:46:55.748363','2023-04-30 02:09:15.698537');
INSERT INTO stock_shoppinghistory VALUES(329,'penticton',12,1,'To Go Ra-men (Lid)','Other','Container','p','2023-04-27',1,'2023-04-28 04:47:09.365985','2023-04-30 02:09:15.702514');
INSERT INTO stock_shoppinghistory VALUES(330,'penticton',4,1,'Sunonmono Cucumber','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 01:57:09.369494','2023-04-30 02:09:15.707006');
INSERT INTO stock_shoppinghistory VALUES(331,'penticton',23.100000000000001421,1,'Soy sauce take out','Soy Sause','Dry','cs','2023-04-28',0,'2023-04-29 01:57:34.643728','2023-04-30 02:09:15.711431');
INSERT INTO stock_shoppinghistory VALUES(332,'penticton',17.5,1,'Sapporo beer','Alcohol','Drinks','cs','2023-04-28',0,'2023-04-29 02:02:39.617637','2023-04-30 02:09:15.715620');
INSERT INTO stock_shoppinghistory VALUES(333,'penticton',7,2,'Chop Sticks','TO GO','Other','p','2023-04-28',0,'2023-04-29 02:02:43.571086','2023-04-30 02:09:15.719545');
INSERT INTO stock_shoppinghistory VALUES(334,'penticton',5.5,1,'Paper Napkin','TO GO','Other','p','2023-04-28',0,'2023-04-29 02:02:59.865998','2023-04-30 02:09:15.725977');
INSERT INTO stock_shoppinghistory VALUES(335,'penticton',112.40000000000000567,2,'Fried Karaage','KOYA','Sushi','p','2023-04-28',0,'2023-04-29 04:35:45.066016','2023-04-30 02:09:15.731219');
INSERT INTO stock_shoppinghistory VALUES(336,'penticton',25.600000000000001421,1,'Tempura Yam','KOYA','Sushi','g','2023-04-28',0,'2023-04-29 04:36:00.631211','2023-04-30 02:09:15.736150');
INSERT INTO stock_shoppinghistory VALUES(337,'penticton',15,1,'Mix Veggie','Veggie','Kitchen','p','2023-04-28',0,'2023-04-29 04:36:14.585480','2023-04-30 02:09:15.740164');
INSERT INTO stock_shoppinghistory VALUES(338,'penticton',11.599999999999999645,2,'Green Onion(Ramen)','Veggie','Kitchen','p','2023-04-28',0,'2023-04-29 04:36:32.602093','2023-04-30 02:09:15.744564');
INSERT INTO stock_shoppinghistory VALUES(339,'penticton',192,4,'Raw Teriyaki chicken','Meat','Kitchen','p','2023-04-28',0,'2023-04-29 04:36:50.632992','2023-04-30 02:09:15.748770');
INSERT INTO stock_shoppinghistory VALUES(340,'penticton',42,15,'Cha-shu','Meat','Kitchen','g','2023-04-28',0,'2023-04-29 04:37:06.714489','2023-04-30 02:09:15.752944');
INSERT INTO stock_shoppinghistory VALUES(341,'penticton',23.80000000000000071,1,'Chicken soup','Sauce/Soup','Kitchen','p','2023-04-28',0,'2023-04-29 04:37:20.812858','2023-04-30 02:09:15.757171');
INSERT INTO stock_shoppinghistory VALUES(342,'penticton',15,1,'Teriyaki Sauce','Sauce/Soup','Kitchen','p','2023-04-28',0,'2023-04-29 04:37:36.512619','2023-04-30 02:09:15.761245');
INSERT INTO stock_shoppinghistory VALUES(343,'penticton',61,1,'Miso Ramen Sauce','Sauce/Soup','Kitchen','p','2023-04-28',0,'2023-04-29 04:37:55.959198','2023-04-30 02:09:15.765472');
INSERT INTO stock_shoppinghistory VALUES(344,'penticton',105.59999999999999431,12,'Shrimp Tempura','F. Kitchen','Frozen','p','2023-04-28',0,'2023-04-29 04:38:21.172901','2023-04-30 02:09:15.769383');
INSERT INTO stock_shoppinghistory VALUES(345,'penticton',40.799999999999997158,1,'Ramen noodle','F. Kitchen','Frozen','cs','2023-04-28',0,'2023-04-29 04:38:35.392987','2023-04-30 02:09:15.773235');
INSERT INTO stock_shoppinghistory VALUES(346,'penticton',36.5,1,'Teriyaki noodle','F. Kitchen','Frozen','cs','2023-04-28',0,'2023-04-29 04:38:51.903186','2023-04-30 02:09:15.777884');
INSERT INTO stock_shoppinghistory VALUES(347,'penticton',8.8000000000000007105,1,'Udon','F. Kitchen','Frozen','p','2023-04-28',0,'2023-04-29 04:39:06.192229','2023-04-30 02:09:15.781656');
INSERT INTO stock_shoppinghistory VALUES(348,'penticton',7,2,'Harusame','Noodle','Dry','p','2023-04-28',0,'2023-04-29 04:39:18.534651','2023-04-30 02:09:15.785457');
INSERT INTO stock_shoppinghistory VALUES(349,'penticton',4.5,1,'smoked tofu','Tofu/ Other','Dry','p','2023-04-28',0,'2023-04-29 04:39:35.793166','2023-04-30 02:09:15.789478');
INSERT INTO stock_shoppinghistory VALUES(350,'penticton',2.7000000000000001776,1,'Tofu','Tofu/ Other','Dry','p','2023-04-28',0,'2023-04-29 04:39:52.705697','2023-04-30 02:09:15.795609');
INSERT INTO stock_shoppinghistory VALUES(351,'penticton',27.5,1,'Vegan sauce','Other','Dry','p','2023-04-28',0,'2023-04-29 04:40:16.855767','2023-04-30 02:09:15.800495');
INSERT INTO stock_shoppinghistory VALUES(352,'penticton',11,1,'Egg','Other','Dry','p','2023-04-28',0,'2023-04-29 04:40:40.909272','2023-04-30 02:09:15.806587');
INSERT INTO stock_shoppinghistory VALUES(353,'penticton',7,1,'Cup (8 oz )Body','Cup (Body)','Container','p','2023-04-28',0,'2023-04-29 04:40:56.138856','2023-04-30 02:09:15.812343');
INSERT INTO stock_shoppinghistory VALUES(354,'penticton',9.1999999999999992894,2,'Soup Cup (12oz) Body','Cup (Body)','Container','p','2023-04-28',0,'2023-04-29 04:41:12.576867','2023-04-30 02:09:15.817366');
INSERT INTO stock_shoppinghistory VALUES(355,'penticton',33,1,'To Go Rice Bowl (Body)','Other','Container','p','2023-04-28',0,'2023-04-29 04:41:34.656691','2023-04-30 02:09:15.821669');
INSERT INTO stock_shoppinghistory VALUES(356,'penticton',5.5999999999999996447,1,'Soup Cup (16 oz)Lid','Cup (Lid)','Container','p','2023-04-28',0,'2023-04-29 04:41:50.897959','2023-04-30 02:09:15.826168');
INSERT INTO stock_shoppinghistory VALUES(357,'penticton',2.1600000000000001421,1,'Kitchen Paper','Daily','Other','p','2023-04-28',0,'2023-04-29 04:42:08.801346','2023-04-30 02:09:15.830616');
INSERT INTO stock_shoppinghistory VALUES(358,'penticton',2,1,'Printer roll(kitchen)','Office','Other','p','2023-04-28',0,'2023-04-29 04:42:40.058042','2023-04-30 02:09:15.835008');
INSERT INTO stock_shoppinghistory VALUES(359,'penticton',211.12999999999999545,4910,'Cut Tuna','Tuna','Sushi','g','2023-04-28',0,'2023-04-29 04:51:11.112870','2023-04-30 02:09:15.838857');
INSERT INTO stock_shoppinghistory VALUES(360,'penticton',192,6000,'Cut WHOLE salmon','Salmon','Sushi','g','2023-04-28',0,'2023-04-29 04:51:27.179822','2023-04-30 02:09:15.843224');
INSERT INTO stock_shoppinghistory VALUES(361,'penticton',4608,48,'Avocado','Veggie','Sushi','cs','2023-04-28',0,'2023-04-29 04:51:47.646302','2023-04-30 02:09:15.847370');
INSERT INTO stock_shoppinghistory VALUES(362,'penticton',23.699999999999999289,3,'Cucumber(sushi)','Veggie','Sushi','g','2023-04-28',0,'2023-04-29 04:52:00.759656','2023-04-30 02:09:15.851899');
INSERT INTO stock_shoppinghistory VALUES(363,'penticton',20,2,'Lettuce(Poke)','Veggie','Sushi','g','2023-04-28',0,'2023-04-29 04:52:29.249389','2023-04-30 02:09:15.855985');
INSERT INTO stock_shoppinghistory VALUES(364,'penticton',5,1,'Cucumber（Poke）','Veggie','Sushi','p','2023-04-28',0,'2023-04-29 04:52:50.630700','2023-04-30 02:09:15.860030');
INSERT INTO stock_shoppinghistory VALUES(365,'penticton',9,1,'Pickled carrots','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 04:53:09.226868','2023-04-30 02:09:15.864007');
INSERT INTO stock_shoppinghistory VALUES(366,'west',5.7999999999999998223,1,'Green Onion(Ramen)','Veggie','Kitchen','p','2023-04-28',0,'2023-04-29 04:53:38.485291','2023-04-30 02:09:15.867942');
INSERT INTO stock_shoppinghistory VALUES(367,'penticton',85,5,'Sushi rice','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 04:53:38.497218','2023-04-30 02:09:15.871848');
INSERT INTO stock_shoppinghistory VALUES(368,'west',11,1,'Shiraga Onion','Veggie','Kitchen','p','2023-04-28',0,'2023-04-29 04:53:52.583209','2023-04-30 02:09:15.875992');
INSERT INTO stock_shoppinghistory VALUES(369,'penticton',23.600000000000001421,2,'Imitation Crab','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 04:54:00.126599','2023-04-30 02:09:15.880161');
